"hotel","landmark","distance_m","duration_m"
"Hotel Alexandra","Kastellet",2901.6,34.9433333333333
"MS Mary","Kastellet",1668.4,20.0916666666667
"Hotel 9 små hjem","Kastellet",1489.2,17.8383333333333
"Axel Guldsmeden","Kastellet",3420.5,41.265
"Hotel Sanders","Kastellet",1639.7,19.8816666666667
"the Socialist","Kastellet",1744.3,21.1983333333333
"CitizenM Rådhuspladsen","Kastellet",2849.2,34.3533333333333
"Good Morning City Copenhagen Star","Kastellet",3452.5,41.6466666666667
"Wakeup Bernstorffsgade","Kastellet",3373,40.8583333333333
"Turist Hotellet","Kastellet",3439.1,41.4916666666667
"Annex Copenhagen","Kastellet",3537,42.6916666666667
"Coco Hotel","Kastellet",3588.5,43.3033333333333
"Villa Copenhagen","Kastellet",3087.2,37.505
"Bryggen Guldesmeden Hotels","Kastellet",4128.7,49.9066666666667
"Kanalhuset","Kastellet",2480.5,29.7183333333333
"Go Hotel City","Kastellet",4780,57.3566666666667
"Four Points Flex by Sheraton Copenhagen Arena","Kastellet",8226.2,99.4483333333333
"Eric Vökel Boutique Apartments","Kastellet",3485.9,42.3116666666667
"A-Hotels City","Kastellet",3564.9,43.0216666666667
"Scandic Webers Hotel","Kastellet",3313.2,40.01
"Zoku Copenhagen","Kastellet",4528.7,55.065
"Scandic Nørreport","Kastellet",2157.4,26.2433333333333
"25Hours","Kastellet",2008.1,24.2233333333333
"Apēron Apartment Hotel","Kastellet",2146.9,25.8166666666667
"Ibis Styles Copenhagen Ørestad","Kastellet",6919.8,83.7583333333333
"CPH Hotel","Kastellet",3569.5,43.3116666666667
"Brik Apartment Hotel","Kastellet",4490.6,53.7916666666667
"Hotel Bethel","Kastellet",1614.7,19.4833333333333
"Hotel Bella Grande","Kastellet",2810.5,33.8966666666667
"25hours Hotel Paper Island","Kastellet",2174.5,26.0516666666667
"Crowne Plaza Copenhagen Towers","Kastellet",8236.4,99.5716666666667
"Cabinn City","Christiania",2157.1,25.9133333333333
"Cab-Inn","Christiania",3754.5,45.5683333333333
"Cab-Inn Scandinavia","Christiania",3575.8,43.3466666666667
"Scandic Front","Christiania",1419.2,17.0983333333333
"The Square","Christiania",2547,30.62
"Copenhagen Strand","Christiania",1261.7,15.11
"Copenhagen Island","Christiania",2915.7,35.0033333333333
"Comfort Hotel Vesterbro","Christiania",3107.1,37.5183333333333
"Ibsens Hotel","Christiania",2892.2,34.83
"DGI-byens Hotel","Christiania",2912.7,35.0283333333333
"Savoy","Christiania",3278.7,39.57
"Avenue","Christiania",3874.6,46.99
"Hotel Sankt Annæ","Christiania",1413.7,17.035
"Phoenix Copenhagen","Christiania",1728.3,20.7983333333333
"Hotel Christian IV","Christiania",2115.2,25.4266666666667
"Best Western Plus Airport Hotel Copenhagen","Christiania",5828.3,70.1833333333333
"Ansgar","Christiania",2781.8,33.4633333333333
"Løven","Christiania",3239.2,39.1
"Tiffany","Christiania",2808.8,33.7866666666667
"Go Hotel Saga","Christiania",2878.8,34.625
"Hotel Du Nord","Christiania",2859.9,34.6483333333333
"Hebron","Christiania",3016.8,36.5283333333333
"City Hotel Nebo","Christiania",2798.1,33.9083333333333
"Comfort Hotel Excelsior","Christiania",2921.8,35.39
"Andersen Hotel","Christiania",2931.8,35.51
"Mercur Hotel","Christiania",3040.2,36.6883333333333
"Richmond Hotel","Christiania",3010.7,36.4766666666667
"Kong Arthur","Christiania",3127.8,37.6816666666667
"Comfort Hotel Esplanaden","Christiania",2287.3,27.5266666666667
"Adina Hotel Copenhagen","Christiania",3357.7,40.255
"Hotel SP34","Christiania",2692.8,32.605
"Hotel West","Christiania",3623.6,43.735
"Central Hotel & Cafe","Christiania",3646.8,44.0116666666667
"Hotel Bethel","Christiania",1162.1,13.95
"Hotel Maritime","Christiania",1381,16.54
"Hotel City","Christiania",1376.6,16.4866666666667
"Hotel Amager","Christiania",1167.1,14.3133333333333
"CPH Living","Christiania",1465.8,17.6466666666667
"Rent a Room","Christiania",863,10.5716666666667
"Scandic Palace Hotel","Christiania",2327.5,28.1
"Rye115","Christiania",3984.6,47.8816666666667
"Carlton Guldsmeden","Christiania",3552.9,42.92
"Cottage Farm","Christiania",11331.3,136.568333333333
"Livjæger Hotel Pension","Christiania",3644.2,43.85
"Church of Scientology Hotel","Christiania",3133.5,37.8016666666667
"Babette Guldsmeden Hotel","Christiania",2292.8,27.5916666666667
"Manon les Suites","Christiania",3099.2,37.5733333333333
"Imperial","Christiania",2935.6,35.4333333333333
"Guldsmeden København","Christiania",3537.4,42.7333333333333
"Absalon Hotel","Christiania",2898.3,35.1083333333333
"Four Points Flex by Sheraton Copenhagen City","Christiania",2924.3,35.42
"Ascot Hotel","Christiania",2708.7,32.7883333333333
"Hotel Alexandra","Christiania",2614.2,31.6233333333333
"MS Mary","Christiania",1323.6,15.9183333333333
"Hotel 9 små hjem","Christiania",3617.4,43.53
"Axel Guldsmeden","Christiania",2860.1,34.65
"Hotel Sanders","Christiania",1471.5,17.625
"the Socialist","Christiania",1574.1,19.085
"CitizenM Rådhuspladsen","Christiania",2564.5,31.0283333333333
"Good Morning City Copenhagen Star","Christiania",2862.5,34.6783333333333
"Wakeup Bernstorffsgade","Christiania",2346,28.1783333333333
"Turist Hotellet","Christiania",2820.5,34.175
"Annex Copenhagen","Christiania",2972.9,35.75
"Coco Hotel","Christiania",3270.7,39.4766666666667
"Villa Copenhagen","Christiania",2430.2,29.2183333333333
"Bryggen Guldesmeden Hotels","Christiania",2059.8,24.8333333333333
"Kanalhuset","Christiania",390.9,4.67833333333333
"Go Hotel City","Christiania",2588.4,31.0983333333333
"Four Points Flex by Sheraton Copenhagen Arena","Christiania",5879.6,70.8383333333333
"Eric Vökel Boutique Apartments","Christiania",2828.8,34.025
"A-Hotels City","Christiania",3230.1,39.0816666666667
"Scandic Webers Hotel","Christiania",2995.4,36.1833333333333
"Zoku Copenhagen","Christiania",2182.1,26.455
"Scandic Nørreport","Christiania",2518.6,30.3583333333333
"25Hours","Christiania",2137.9,25.8
"Apēron Apartment Hotel","Christiania",2301.3,27.7266666666667
"Ibis Styles Copenhagen Ørestad","Christiania",4573.1,55.1483333333333
"CPH Hotel","Christiania",2912.4,35.025
"Brik Apartment Hotel","Christiania",2299,27.5333333333333
"Hotel Bethel","Christiania",1179.4,14.1566666666667
"Hotel Bella Grande","Christiania",2527.6,30.5916666666667
"25hours Hotel Paper Island","Christiania",827,9.905
"Crowne Plaza Copenhagen Towers","Christiania",5889.8,70.9616666666667
"Cabinn City","Nordhavn",5041.5,60.795
"Cab-Inn","Nordhavn",4747.1,57.28
"Cab-Inn Scandinavia","Nordhavn",4415.3,53.5016666666667
"Scandic Front","Nordhavn",3405.2,40.9733333333333
"The Square","Nordhavn",4438.1,53.69
"Copenhagen Strand","Nordhavn",3900.2,47.0066666666667
"Copenhagen Island","Nordhavn",6096.6,73.5283333333333
"Comfort Hotel Vesterbro","Nordhavn",5014.7,60.7933333333333
"Ibsens Hotel","Nordhavn",3673.3,44.1966666666667
"DGI-byens Hotel","Nordhavn",5426.9,65.6416666666667
"Savoy","Nordhavn",5177.2,62.7016666666667
"Avenue","Nordhavn",4149.6,50.0233333333333
"Hotel Sankt Annæ","Nordhavn",3395.7,40.8266666666667
"Phoenix Copenhagen","Nordhavn",3100.7,37.3883333333333
"Hotel Christian IV","Nordhavn",2965.3,35.765
"Best Western Plus Airport Hotel Copenhagen","Nordhavn",9925.7,119.41
"Ansgar","Nordhavn",5212.8,63.165
"Løven","Nordhavn",5137.7,62.2316666666667
"Tiffany","Nordhavn",5185.8,62.8416666666667
"Go Hotel Saga","Nordhavn",5084.9,61.6333333333333
"Hotel Du Nord","Nordhavn",5023.9,60.9033333333333
"Hebron","Nordhavn",4990.6,60.505
"City Hotel Nebo","Nordhavn",4995.2,60.5616666666667
"Comfort Hotel Excelsior","Nordhavn",4962,60.1616666666667
"Andersen Hotel","Nordhavn",5075.5,61.5233333333333
"Mercur Hotel","Nordhavn",4537.1,54.6816666666667
"Richmond Hotel","Nordhavn",4300.2,51.8083333333333
"Kong Arthur","Nordhavn",3697.6,44.5183333333333
"Comfort Hotel Esplanaden","Nordhavn",2543.2,30.645
"Adina Hotel Copenhagen","Nordhavn",1211.1,14.615
"Hotel SP34","Nordhavn",4105.6,49.675
"Hotel West","Nordhavn",5479,66.385
"Central Hotel & Cafe","Nordhavn",5350.2,64.5066666666667
"Hotel Bethel","Nordhavn",3613.7,43.5733333333333
"Hotel Maritime","Nordhavn",3809.5,45.9483333333333
"Hotel City","Nordhavn",3813.9,46.0016666666667
"Hotel Amager","Nordhavn",5510.9,66.925
"CPH Living","Nordhavn",4978.9,60.055
"Rent a Room","Nordhavn",5206.8,63.1833333333333
"Scandic Palace Hotel","Nordhavn",4435,53.4616666666667
"Rye115","Nordhavn",1982.7,23.7466666666667
"Carlton Guldsmeden","Nordhavn",5403.3,65.4766666666667
"Cottage Farm","Nordhavn",15631.5,188.66
"Livjæger Hotel Pension","Nordhavn",1651.5,19.8516666666667
"Church of Scientology Hotel","Nordhavn",5029.5,60.9383333333333
"Babette Guldsmeden Hotel","Nordhavn",2537.7,30.58
"Manon les Suites","Nordhavn",4231.4,50.915
"Imperial","Nordhavn",4611.2,55.765
"Guldsmeden København","Nordhavn",5387.8,65.29
"Absalon Hotel","Nordhavn",5091.6,61.7133333333333
"Four Points Flex by Sheraton Copenhagen City","Nordhavn",5113.1,61.9733333333333
"Ascot Hotel","Nordhavn",4371.3,52.9566666666667
"Hotel Alexandra","Nordhavn",4336.1,52.4683333333333
"MS Mary","Nordhavn",3684.7,44.3883333333333
"Hotel 9 små hjem","Nordhavn",1718.9,20.655
"Axel Guldsmeden","Nordhavn",5023.7,60.9016666666667
"Hotel Sanders","Nordhavn",3656,44.1783333333333
"the Socialist","Nordhavn",3620.1,43.745
"CitizenM Rådhuspladsen","Nordhavn",4385.8,53.0633333333333
"Good Morning City Copenhagen Star","Nordhavn",5055.8,61.2833333333333
"Wakeup Bernstorffsgade","Nordhavn",5315.2,64.0733333333333
"Turist Hotellet","Nordhavn",5042.3,61.1283333333333
"Annex Copenhagen","Nordhavn",5142.4,62.325
"Coco Hotel","Nordhavn",5169.3,62.6083333333333
"Villa Copenhagen","Nordhavn",4944.3,59.8316666666667
"Bryggen Guldesmeden Hotels","Nordhavn",6082.3,73.3883333333333
"Kanalhuset","Nordhavn",4386.4,52.6866666666667
"Go Hotel City","Nordhavn",6685.9,80.325
"Four Points Flex by Sheraton Copenhagen Arena","Nordhavn",10179.8,122.93
"Eric Vökel Boutique Apartments","Nordhavn",5185.7,62.8416666666667
"A-Hotels City","Nordhavn",5145.6,62.3266666666667
"Scandic Webers Hotel","Nordhavn",4918.6,59.6433333333333
"Zoku Copenhagen","Nordhavn",6482.3,78.5466666666667
"Scandic Nørreport","Nordhavn",3463.4,41.7833333333333
"25Hours","Nordhavn",3580.6,43.14
"Apēron Apartment Hotel","Nordhavn",3604.5,43.4533333333333
"Ibis Styles Copenhagen Ørestad","Nordhavn",8873.4,107.24
"CPH Hotel","Nordhavn",5426.6,65.6383333333333
"Brik Apartment Hotel","Nordhavn",6396.4,76.76
"Hotel Bethel","Nordhavn",3631,43.78
"Hotel Bella Grande","Nordhavn",4270.9,51.6883333333333
"25hours Hotel Paper Island","Nordhavn",4080.3,49.02
"Crowne Plaza Copenhagen Towers","Nordhavn",10190,123.053333333333
"Cabinn City","The Royal Library",926.6,11.2533333333333
"Cab-Inn","The Royal Library",2506.5,30.4016666666667
"Cab-Inn Scandinavia","The Royal Library",2327.7,28.18
"Scandic Front","The Royal Library",1361.4,16.5316666666667
"The Square","The Royal Library",1296.4,15.59
"Copenhagen Strand","The Royal Library",908.6,10.91
"Copenhagen Island","The Royal Library",1712.7,20.64
"Comfort Hotel Vesterbro","The Royal Library",1859.9,22.5
"Ibsens Hotel","The Royal Library",1899.6,22.7866666666667
"DGI-byens Hotel","The Royal Library",1681.1,20.3583333333333
"Savoy","The Royal Library",2031.5,24.5516666666667
"Avenue","The Royal Library",2626.5,31.8233333333333
"Hotel Sankt Annæ","The Royal Library",1355.9,16.4683333333333
"Phoenix Copenhagen","The Royal Library",1372,16.6966666666667
"Hotel Christian IV","The Royal Library",1542.9,18.58
"Best Western Plus Airport Hotel Copenhagen","The Royal Library",6439.5,77.8866666666667
"Ansgar","The Royal Library",1550.2,18.7933333333333
"Løven","The Royal Library",1992,24.0816666666667
"Tiffany","The Royal Library",1577.2,19.1166666666667
"Go Hotel Saga","The Royal Library",1635.1,19.8933333333333
"Hotel Du Nord","The Royal Library",1616.5,19.6716666666667
"Hebron","The Royal Library",1773.4,21.5516666666667
"City Hotel Nebo","The Royal Library",1554.7,18.9316666666667
"Comfort Hotel Excelsior","The Royal Library",1678.4,20.4133333333333
"Andersen Hotel","The Royal Library",1688.4,20.5333333333333
"Mercur Hotel","The Royal Library",1789,21.6516666666667
"Richmond Hotel","The Royal Library",1762.7,21.31
"Kong Arthur","The Royal Library",2135.2,25.6383333333333
"Comfort Hotel Esplanaden","The Royal Library",1929.5,23.44
"Adina Hotel Copenhagen","The Royal Library",3220.1,38.8733333333333
"Hotel SP34","The Royal Library",1444.8,17.4383333333333
"Hotel West","The Royal Library",2376.5,28.7166666666667
"Central Hotel & Cafe","The Royal Library",2395.6,28.975
"Hotel Bethel","The Royal Library",1104.3,13.3833333333333
"Hotel Maritime","The Royal Library",930,11.1666666666667
"Hotel City","The Royal Library",925.6,11.1133333333333
"Hotel Amager","The Royal Library",1717.6,21.0633333333333
"CPH Living","The Royal Library",635.9,7.65333333333333
"Rent a Room","The Royal Library",1413.5,17.3216666666667
"Scandic Palace Hotel","The Royal Library",1084.3,13.02
"Rye115","The Royal Library",3491.4,42.085
"Carlton Guldsmeden","The Royal Library",2305.8,27.9016666666667
"Cottage Farm","The Royal Library",11838.2,142.798333333333
"Livjæger Hotel Pension","The Royal Library",3170.2,38.2433333333333
"Church of Scientology Hotel","The Royal Library",1886.3,22.7833333333333
"Babette Guldsmeden Hotel","The Royal Library",1934.9,23.505
"Manon les Suites","The Royal Library",1851.2,22.4066666666667
"Imperial","The Royal Library",1684.4,20.3966666666667
"Guldsmeden København","The Royal Library",2290.2,27.715
"Absalon Hotel","The Royal Library",1654.8,20.1316666666667
"Four Points Flex by Sheraton Copenhagen City","The Royal Library",1680.9,20.4433333333333
"Ascot Hotel","The Royal Library",1460.6,17.6216666666667
"Hotel Alexandra","The Royal Library",1366.1,16.4566666666667
"MS Mary","The Royal Library",1265.8,15.3516666666667
"Hotel 9 små hjem","The Royal Library",3143.5,37.9233333333333
"Axel Guldsmeden","The Royal Library",1616.6,19.6733333333333
"Hotel Sanders","The Royal Library",854.5,10.36
"the Socialist","The Royal Library",787.5,9.52666666666667
"CitizenM Rådhuspladsen","The Royal Library",1316.5,15.8616666666667
"Good Morning City Copenhagen Star","The Royal Library",1619,19.7016666666667
"Wakeup Bernstorffsgade","The Royal Library",1115.5,13.5183333333333
"Turist Hotellet","The Royal Library",1577,19.1983333333333
"Annex Copenhagen","The Royal Library",1710.2,20.795
"Coco Hotel","The Royal Library",2023.5,24.4583333333333
"Villa Copenhagen","The Royal Library",1198.6,14.5483333333333
"Bryggen Guldesmeden Hotels","The Royal Library",1739.3,20.9866666666667
"Kanalhuset","The Royal Library",1080.3,13.035
"Go Hotel City","The Royal Library",3368.7,40.8966666666667
"Four Points Flex by Sheraton Copenhagen Arena","The Royal Library",6096.2,73.3133333333333
"Eric Vökel Boutique Apartments","The Royal Library",1597.2,19.355
"A-Hotels City","The Royal Library",1986.6,24.105
"Scandic Webers Hotel","The Royal Library",1748.2,21.165
"Zoku Copenhagen","The Royal Library",2689,32.685
"Scandic Nørreport","The Royal Library",1526.1,18.315
"25Hours","The Royal Library",1145.4,13.7566666666667
"Apēron Apartment Hotel","The Royal Library",1329.9,15.9616666666667
"Ibis Styles Copenhagen Ørestad","The Royal Library",4790.4,57.6283333333333
"CPH Hotel","The Royal Library",1680.8,20.355
"Brik Apartment Hotel","The Royal Library",2970.4,36.06
"Hotel Bethel","The Royal Library",1121.5,13.59
"Hotel Bella Grande","The Royal Library",1279.5,15.425
"25hours Hotel Paper Island","The Royal Library",1620.6,19.5116666666667
"Crowne Plaza Copenhagen Towers","The Royal Library",6106.4,73.4366666666667
"Cabinn City","Nationalmuseet",609.9,7.30333333333333
"Cab-Inn","Nationalmuseet",1896.2,23.06
"Cab-Inn Scandinavia","Nationalmuseet",1717.5,20.8383333333333
"Scandic Front","Nationalmuseet",1586.4,19.2216666666667
"The Square","Nationalmuseet",686.2,8.24833333333333
"Copenhagen Strand","Nationalmuseet",1246.4,14.9866666666667
"Copenhagen Island","Nationalmuseet",1712.9,20.5416666666667
"Comfort Hotel Vesterbro","Nationalmuseet",1249.7,15.1583333333333
"Ibsens Hotel","Nationalmuseet",1489.5,18.0083333333333
"DGI-byens Hotel","Nationalmuseet",1109.9,13.3516666666667
"Savoy","Nationalmuseet",1421.3,17.21
"Avenue","Nationalmuseet",2016.3,24.4816666666667
"Hotel Sankt Annæ","Nationalmuseet",1580.9,19.1583333333333
"Phoenix Copenhagen","Nationalmuseet",1547.7,18.7633333333333
"Hotel Christian IV","Nationalmuseet",1631.5,19.64
"Best Western Plus Airport Hotel Copenhagen","Nationalmuseet",6789.9,81.775
"Ansgar","Nationalmuseet",979,11.7866666666667
"Løven","Nationalmuseet",1381.8,16.74
"Tiffany","Nationalmuseet",1006,12.11
"Go Hotel Saga","Nationalmuseet",1030.1,12.6166666666667
"Hotel Du Nord","Nationalmuseet",1011.5,12.395
"Hebron","Nationalmuseet",1168.4,14.275
"City Hotel Nebo","Nationalmuseet",949.7,11.655
"Comfort Hotel Excelsior","Nationalmuseet",1073.4,13.1366666666667
"Andersen Hotel","Nationalmuseet",1083.4,13.2566666666667
"Mercur Hotel","Nationalmuseet",1178.8,14.31
"Richmond Hotel","Nationalmuseet",1152.4,13.9683333333333
"Kong Arthur","Nationalmuseet",1727.8,20.86
"Comfort Hotel Esplanaden","Nationalmuseet",2105.2,25.5066666666667
"Adina Hotel Copenhagen","Nationalmuseet",3308.7,39.9333333333333
"Hotel SP34","Nationalmuseet",834.6,10.0966666666667
"Hotel West","Nationalmuseet",1766.2,21.375
"Central Hotel & Cafe","Nationalmuseet",1785.4,21.6333333333333
"Hotel Bethel","Nationalmuseet",1329.2,16.0733333333333
"Hotel Maritime","Nationalmuseet",1180.6,14.26
"Hotel City","Nationalmuseet",1185,14.3133333333333
"Hotel Amager","Nationalmuseet",2120.3,25.5783333333333
"CPH Living","Nationalmuseet",780.1,9.375
"Rent a Room","Nationalmuseet",1935.8,23.37
"Scandic Palace Hotel","Nationalmuseet",474.1,5.67833333333333
"Rye115","Nationalmuseet",3369.5,40.695
"Carlton Guldsmeden","Nationalmuseet",1695.6,20.56
"Cottage Farm","Nationalmuseet",12048.3,145.036666666667
"Livjæger Hotel Pension","Nationalmuseet",3258.8,39.3033333333333
"Church of Scientology Hotel","Nationalmuseet",1276.1,15.4416666666667
"Babette Guldsmeden Hotel","Nationalmuseet",2110.6,25.5716666666667
"Manon les Suites","Nationalmuseet",1241,15.065
"Imperial","Nationalmuseet",1074.2,13.055
"Guldsmeden København","Nationalmuseet",1680,20.3733333333333
"Absalon Hotel","Nationalmuseet",1049.9,12.855
"Four Points Flex by Sheraton Copenhagen City","Nationalmuseet",1075.9,13.1666666666667
"Ascot Hotel","Nationalmuseet",850.4,10.28
"Hotel Alexandra","Nationalmuseet",755.9,9.115
"MS Mary","Nationalmuseet",1490.7,18.0416666666667
"Hotel 9 små hjem","Nationalmuseet",3232.1,38.9833333333333
"Axel Guldsmeden","Nationalmuseet",1011.7,12.3966666666667
"Hotel Sanders","Nationalmuseet",1079.5,13.05
"the Socialist","Nationalmuseet",902.2,10.9
"CitizenM Rådhuspladsen","Nationalmuseet",706.3,8.52
"Good Morning City Copenhagen Star","Nationalmuseet",1014.1,12.425
"Wakeup Bernstorffsgade","Nationalmuseet",883.6,10.5816666666667
"Turist Hotellet","Nationalmuseet",972.1,11.9216666666667
"Annex Copenhagen","Nationalmuseet",1105.2,13.5183333333333
"Coco Hotel","Nationalmuseet",1413.3,17.1166666666667
"Villa Copenhagen","Nationalmuseet",627.3,7.54166666666667
"Bryggen Guldesmeden Hotels","Nationalmuseet",1868.9,22.5416666666667
"Kanalhuset","Nationalmuseet",1669,20.0833333333333
"Go Hotel City","Nationalmuseet",3953.7,47.57
"Four Points Flex by Sheraton Copenhagen Arena","Nationalmuseet",6192,74.4633333333333
"Eric Vökel Boutique Apartments","Nationalmuseet",1026,12.3483333333333
"A-Hotels City","Nationalmuseet",1381.7,16.8283333333333
"Scandic Webers Hotel","Nationalmuseet",1138,13.8233333333333
"Zoku Copenhagen","Nationalmuseet",2849.6,34.29
"Scandic Nørreport","Nationalmuseet",1266,15.4633333333333
"25Hours","Nationalmuseet",1094,13.1433333333333
"Apēron Apartment Hotel","Nationalmuseet",1253.7,15.0516666666667
"Ibis Styles Copenhagen Ørestad","Nationalmuseet",4886.2,58.7783333333333
"CPH Hotel","Nationalmuseet",1109.6,13.3483333333333
"Brik Apartment Hotel","Nationalmuseet",3555.5,42.7333333333333
"Hotel Bethel","Nationalmuseet",1346.5,16.28
"Hotel Bella Grande","Nationalmuseet",669.3,8.08333333333333
"25hours Hotel Paper Island","Nationalmuseet",2064.8,24.85
"Crowne Plaza Copenhagen Towers","Nationalmuseet",6202.2,74.5866666666667
